symbol,direction,entry_time,exit_time,entry_price,exit_price,notional,ret,pnl,equity_after
SOLUSDT,LONG,2024-12-01 01:45:00,2024-12-01 03:15:00,239.22,235.97,610.7022320375825,-0.01408582058356328,-8.602242070463017,1065.291244366999
XRPUSDT,LONG,2024-12-01 03:30:00,2024-12-01 03:49:00,1.8787,1.8919,746.7641572741145,0.0065261350934155415,4.873483773291482,1077.4671091689515
SOLUSDT,LONG,2024-12-01 03:30:00,2024-12-01 04:16:00,235.48,235.6,616.3579210785399,9.597418039797734e-06,0.005915444630731407,1073.723554247802
XRPUSDT,LONG,2024-12-01 04:15:00,2024-12-01 04:30:00,1.8875,1.8994,762.9607353436692,0.005804635761589461,4.4287091690644536,1079.130710087514
BTCUSDT,LONG,2024-12-01 04:15:00,2024-12-01 04:36:00,96286.3,96387.79,762.3892271169117,0.0005540440332631462,0.4223972023082265,1077.8002564945402
XRPUSDT,LONG,2024-12-01 05:00:00,2024-12-01 06:52:00,1.8803,1.8752,783.3864719227927,-0.0032123331383290816,-2.5164983238762915,1075.9984482465343
BTCUSDT,LONG,2024-12-01 06:45:00,2024-12-01 08:21:00,96373.36,96788.0,787.4525982585552,0.003802433784606041,2.9942363633941387,1084.7028224344374
XRPUSDT,LONG,2024-12-01 07:30:00,2024-12-01 07:53:00,1.8845,1.8767,773.5597204010073,-0.004639028920137955,-3.5885659143941036,1075.6709398066942
XRPUSDT,LONG,2024-12-01 08:00:00,2024-12-01 08:15:00,1.8741,1.8892,756.1210001706305,0.007557200789712393,5.714158219607613,1084.3803533455975
BTCUSDT,LONG,2024-12-01 10:00:00,2024-12-01 11:57:00,96988.01,97106.95,797.5189185305878,0.0007263371523963951,0.5792676202677598,1075.446719358316
SOLUSDT,LONG,2024-12-01 10:45:00,2024-12-01 12:43:00,236.33,237.13,586.8668128923675,0.0028850971099733673,1.6931677458150505,1074.422413577533
XRPUSDT,LONG,2024-12-01 11:45:00,2024-12-01 13:31:00,1.9193,1.917,759.3858469264856,-0.0016983535664044087,-1.2897056614046292,1082.7413097804706
BTCUSDT,LONG,2024-12-01 12:45:00,2024-12-01 13:10:00,96932.98,96960.3,763.9972120869359,-0.00021815578144807014,-0.16667040882697248,1077.5478061162062
XRPUSDT,LONG,2024-12-01 13:45:00,2024-12-01 14:56:00,1.9025,1.9165,801.0590340359464,0.006858738501971107,5.494254439094129,1089.895740603748
BTCUSDT,LONG,2024-12-01 14:00:00,2024-12-01 14:28:00,97088.01,97156.36,773.5348362176328,0.00020400042188523137,0.15780143293132043,1087.682529298524
BTCUSDT,LONG,2024-12-01 15:00:00,2024-12-01 15:16:00,97276.42,97127.79,765.1786134596318,-0.0020279139590047564,-1.551716391366692,1085.1638078627639
XRPUSDT,LONG,2024-12-01 15:00:00,2024-12-01 17:24:00,1.9168,1.9129,714.0253686895571,-0.002534641068447418,-1.8097980233938606,1085.6595007832088
BTCUSDT,LONG,2024-12-01 15:30:00,2024-12-01 16:08:00,97192.14,97268.0,773.7297326180603,0.0002805157906801696,0.21704340771811143,1089.2875014653157
