symbol,direction,entry_time,exit_time,entry_price,exit_price,notional,ret,pnl,equity_after
ETHUSDT,LONG,2024-11-25 15:45:00,2024-11-25 16:01:00,3454.31,3535.15,746.9239550773959,0.022902647706777912,17.10653620689081,1017.1065362068908
SOLUSDT,LONG,2024-11-25 16:15:00,2024-11-25 16:33:00,243.38,242.94,709.6732660432933,-0.0023078724628153298,-1.637835388297534,1013.7788257251317
ETHUSDT,LONG,2024-11-25 16:30:00,2024-11-26 14:45:00,3507.79,3357.0,722.8935309870438,-0.043487179962312494,-31.4366010756251,967.6404964254964
BTCUSDT,LONG,2024-11-25 17:00:00,2024-11-25 18:17:00,95800.14,95804.36,747.9304551868148,-0.00045594995998970945,-0.3410188611175134,1000.8228134052146
SOLUSDT,LONG,2024-11-25 17:00:00,2024-11-25 18:04:00,242.89,240.61,723.3514753155688,-0.009886965292930816,-7.15175093103533,997.9757511136515
BTCUSDT,LONG,2024-11-25 18:30:00,2024-11-25 19:11:00,95417.92,95232.02,705.4339557253179,-0.0024482713519639594,-1.727093744504908,994.3022447004757
BTCUSDT,LONG,2024-11-25 19:15:00,2024-11-25 20:27:00,95048.34,95048.78,730.8905182549829,-0.0004953707765962818,-0.36206180363482976,1000.4874184723625
BTCUSDT,LONG,2024-11-25 20:45:00,2024-11-25 21:02:00,94771.78,95142.86,711.1342275464222,0.0034155115583984212,2.4288871737575377,1007.2667036001412
SOLUSDT,LONG,2024-11-25 21:45:00,2024-11-25 22:07:00,235.63,237.21,715.8914243380365,0.006205428001527957,4.442412690640984,996.7337436598671
BTCUSDT,LONG,2024-11-25 21:45:00,2024-11-25 22:46:00,93875.14,93690.81,739.3377300691632,-0.002463565646879495,-1.8214070332402554,990.1273244443715
SOLUSDT,LONG,2024-11-25 22:15:00,2024-11-25 23:24:00,235.8,236.72,715.9407852263444,0.003401611535199301,2.435352433545578,1009.0849181899966
XRPUSDT,LONG,2024-11-25 22:30:00,2024-11-25 22:46:00,1.4026,1.4186,699.7734496589763,0.010907386282618059,7.632699325750638,999.9972548227246
BTCUSDT,LONG,2024-11-25 23:30:00,2024-11-26 00:44:00,93610.27,94277.32,735.2814918544692,0.006625820703219876,4.871843331423738,1014.490441588123
SOLUSDT,LONG,2024-11-25 23:45:00,2024-11-26 00:08:00,235.18,235.83,686.350305282725,0.002263840462624456,1.5537875926336808,1002.6886764534522
SOLUSDT,LONG,2024-11-26 03:30:00,2024-11-26 03:45:00,236.64,237.74,680.8151987902766,0.004148411088573389,2.8243013199308797,1023.3377512636689
XRPUSDT,LONG,2024-11-26 03:30:00,2024-11-26 03:48:00,1.4341,1.4495,738.7587838322557,0.01023844222857545,7.56373912911921,1024.7960491057847
BTCUSDT,LONG,2024-11-26 04:00:00,2024-11-26 04:32:00,94495.97,94419.99,730.8833334245387,-0.001304055453370034,-0.9531123967295385,1024.7665582034786
XRPUSDT,LONG,2024-11-26 04:15:00,2024-11-26 04:49:00,1.4374,1.4484,738.3571255653359,0.007152706275218967,5.281251645383817,1027.1264195607457
SOLUSDT,LONG,2024-11-26 04:15:00,2024-11-26 04:30:00,236.34,237.05,666.2692395044512,0.0025041465685031188,1.668435829804254,1021.0018361389373
XRPUSDT,LONG,2024-11-26 05:00:00,2024-11-26 05:39:00,1.4408,1.455,735.9931259701821,0.009355635757912262,6.885683606904259,1037.480298090604
BTCUSDT,LONG,2024-11-26 05:00:00,2024-11-26 05:48:00,94264.01,94524.01,751.8139378112851,0.0022582106893182523,1.6977542707438917,1036.4991527564375
BTCUSDT,LONG,2024-11-26 06:15:00,2024-11-26 06:30:00,94655.0,94839.5,734.6050957849012,0.0014491838782947912,1.0645778617246797,1043.5259796389169
XRPUSDT,LONG,2024-11-26 06:15:00,2024-11-26 07:36:00,1.4373,1.4299,748.0493416580315,-0.0056485424059000144,-4.225388428060979,1026.5125271807485
BTCUSDT,LONG,2024-11-26 07:00:00,2024-11-26 09:05:00,94352.0,93370.0,757.7476023652614,-0.010907834492114687,-8.265385433397004,990.3879044544922
SOLUSDT,LONG,2024-11-26 07:15:00,2024-11-26 08:53:00,236.48,232.1,689.634733535506,-0.01902165087956692,-13.117991135735558,985.8076341987608
XRPUSDT,LONG,2024-11-26 08:15:00,2024-11-26 08:50:00,1.4048,1.3824,696.9020124187228,-0.016445330296127547,-11.460783778261879,983.0359307304496
BTCUSDT,LONG,2024-11-26 09:15:00,2024-11-26 09:36:00,93513.48,93317.69,726.9663390917358,-0.0025937088428319983,-1.88553902214344,985.6563684761652
XRPUSDT,LONG,2024-11-26 09:45:00,2024-11-26 10:02:00,1.3711,1.3801,700.8113561858146,0.006064072642404106,4.2497709725325175,989.5307583047596
BTCUSDT,LONG,2024-11-26 10:00:00,2024-11-26 11:57:00,93490.21,92355.95,692.7566670287487,-0.012632393327600966,-8.751174698225048,955.6158242785926
SOLUSDT,LONG,2024-11-26 10:15:00,2024-11-26 11:17:00,232.0,226.47,673.4445165360942,-0.02433620689655175,-16.389085087770653,953.1460094725674
BTCUSDT,LONG,2024-11-26 12:15:00,2024-11-26 13:06:00,92515.99,92320.0,689.6136069445329,-0.0026184446061702778,-1.8057150294455422,948.7986798194761
SOLUSDT,LONG,2024-11-26 12:30:00,2024-11-26 12:45:00,228.35,227.02,625.886012959663,-0.006324392380118116,-3.9583487311846013,944.8262765863765
BTCUSDT,LONG,2024-11-26 13:30:00,2024-11-26 13:45:00,92467.97,92284.01,674.5731514068848,-0.0024894456426371443,-1.6793131924098759,947.092575924365
BTCUSDT,LONG,2024-11-26 14:00:00,2024-11-26 14:23:00,92173.32,92432.0,683.4423985006706,0.00230645201887042,1.576327099803514,950.7503345417249
BTCUSDT,LONG,2024-11-26 14:30:00,2024-11-26 14:45:00,91750.01,93275.49,702.368989209685,0.016126483201473307,11.326741705725771,964.3955024427486
ETHUSDT,LONG,2024-11-26 15:00:00,2024-11-27 03:03:00,3343.11,3371.74,709.3266100540935,0.008063882133701739,5.719926177774425,970.5937071588819
BTCUSDT,LONG,2024-11-26 17:15:00,2024-11-26 17:30:00,93535.39,93731.38,687.4027665847484,0.001595356634531642,1.0966525642663842,965.195937027906
XRPUSDT,LONG,2024-11-26 18:15:00,2024-11-26 18:42:00,1.3593,1.3456,695.0035359442144,-0.010578716986684389,-7.3522457114987745,939.8621015437727
BTCUSDT,LONG,2024-11-26 18:15:00,2024-11-26 21:34:00,92943.99,91560.0,703.6302745105986,-0.015390580875643545,-10.829278646406637,943.8508734038961
BTCUSDT,LONG,2024-11-26 22:00:00,2024-11-26 22:15:00,91573.05,92152.02,654.6910624925936,0.005822493353666747,3.811934360068147,952.5577005117194
XRPUSDT,LONG,2024-11-26 23:00:00,2024-11-27 00:07:00,1.3924,1.4092,696.630339046183,0.011565498419994158,8.056877085558625,960.3238969269519
BTCUSDT,LONG,2024-11-27 00:45:00,2024-11-27 01:05:00,91820.56,92040.06,696.9789578686447,0.0018905321422565961,1.3176611223271786,957.2261823197261
XRPUSDT,LONG,2024-11-27 02:15:00,2024-11-27 04:18:00,1.3733,1.3793,706.4278803882812,0.003869038083448684,2.7331963724321917,977.6971660328377
ETHUSDT,LONG,2024-11-27 03:30:00,2024-11-27 04:13:00,3355.0,3382.72,708.8040617782899,0.007762295081967074,5.501946282819906,975.5812517229308
XRPUSDT,LONG,2024-11-27 04:45:00,2024-11-27 06:13:00,1.3794,1.3823,700.9323924446835,0.0016023633463825853,1.1231483739456145,983.5364166599
SOLUSDT,LONG,2024-11-27 05:00:00,2024-11-27 05:29:00,229.81,228.93,654.9724859317951,-0.00432925025020664,-2.8355397985986888,968.168376404442
ETHUSDT,LONG,2024-11-27 05:00:00,2024-11-27 06:40:00,3397.14,3439.01,713.2973057098442,0.011825073444132472,8.43479302752072,988.5683373431855
BTCUSDT,LONG,2024-11-27 05:45:00,2024-11-27 06:00:00,92740.76,92815.24,689.1512655730776,0.00030309887475604745,0.20888097313190584,967.9648889485062
SOLUSDT,LONG,2024-11-27 06:00:00,2024-11-27 06:15:00,229.0,230.49,655.9320393789408,0.006006550218340567,3.93988873434815,983.3586827013961
ETHUSDT,LONG,2024-11-27 07:00:00,2024-11-27 10:39:00,3423.4,3459.05,725.8727106337033,0.009913623882689737,7.196029039931018,998.957314700584
SOLUSDT,LONG,2024-11-27 09:15:00,2024-11-27 09:30:00,232.74,232.72,653.9403279209855,-0.000585932800550026,-0.3831650877313454,986.6216362479848
BTCUSDT,LONG,2024-11-27 09:15:00,2024-11-27 10:31:00,93206.26,93716.99,718.1574206949902,0.0049795675741095,3.576113405198888,993.4215016226386
ETHUSDT,LONG,2024-11-27 11:00:00,2024-11-27 13:03:00,3453.33,3496.78,733.5006557607503,0.012082058476890534,8.862197815738938,1012.602426669534
XRPUSDT,LONG,2024-11-27 11:15:00,2024-11-27 11:33:00,1.4281,1.4403,734.8849106960627,0.008042819130312961,5.910546418324625,1007.4357796915019
BTCUSDT,LONG,2024-11-27 11:30:00,2024-11-27 12:58:00,93550.03,93466.08,702.3635515071601,-0.0013973807918607468,-0.9814693357792018,1007.1810216407329
XRPUSDT,LONG,2024-11-27 12:00:00,2024-11-27 13:58:00,1.4299,1.4401,729.6752696007377,0.006633365969648197,4.840203102263407,1021.770928741431
SOLUSDT,LONG,2024-11-27 12:15:00,2024-11-27 12:56:00,233.57,233.74,702.3381101934058,0.00022783319775671095,0.16001593755176888,1004.1983161891271
ETHUSDT,LONG,2024-11-27 13:15:00,2024-11-27 13:59:00,3478.36,3504.99,750.5569571133456,0.007155906806655954,5.37091563819037,1023.1197242768739
ETHUSDT,LONG,2024-11-27 14:00:00,2024-11-27 14:43:00,3501.63,3514.69,742.7567663443492,0.0032296916007687475,2.3988752896765,1025.5185995665504
ETHUSDT,LONG,2024-11-27 14:45:00,2024-11-27 15:00:00,3510.8,3518.15,713.8455928855211,0.0015935399339181426,1.1375414589145507,1026.6561410254649
ETHUSDT,LONG,2024-11-27 16:45:00,2024-11-27 19:28:00,3562.65,3608.99,732.8575028210082,0.012507171627861247,9.165974566548158,1035.3552158375926
SOLUSDT,LONG,2024-11-27 17:00:00,2024-11-27 17:15:00,238.79,238.75,699.4635487815547,-0.000667511202311621,-0.4668997544203287,1024.1609828179785
XRPUSDT,LONG,2024-11-27 19:30:00,2024-11-27 20:01:00,1.4907,1.4901,706.121826450248,-0.0009024954719259455,-0.6372717509994271,1032.9839876926844
ETHUSDT,LONG,2024-11-27 19:30:00,2024-11-27 20:21:00,3604.38,3622.61,744.028303223462,0.004557735310927347,3.3910840699309315,1038.1090281565241
ETHUSDT,LONG,2024-11-27 20:30:00,2024-11-27 21:02:00,3607.49,3638.01,762.6083644226288,0.007960175911783718,6.070496732601789,1044.179524889126
ETHUSDT,LONG,2024-11-27 21:30:00,2024-11-27 22:10:00,3618.88,3653.99,774.7935984125052,0.009201896719426894,7.12957067146499,1047.1058540345252
XRPUSDT,LONG,2024-11-27 21:30:00,2024-11-28 01:52:00,1.4879,1.4722,762.683300808949,-0.01105178439411253,-8.429011401530573,1045.0811579965273
ETHUSDT,LONG,2024-11-27 22:15:00,2024-11-27 22:30:00,3646.8,3667.89,770.076322779287,0.005283152352747622,4.068430536486628,1054.9674537530714
ETHUSDT,LONG,2024-11-27 22:45:00,2024-11-27 23:00:00,3653.88,3673.6,779.4143282910961,0.004897002638291237,3.81679402196349,1053.2995301739488
ETHUSDT,LONG,2024-11-27 23:15:00,2024-11-28 22:19:00,3662.61,3596.61,766.4309058811336,-0.018519936602586717,-14.194251787181702,1024.4882567617028
BTCUSDT,LONG,2024-11-28 00:00:00,2024-11-28 00:18:00,95832.61,95947.99,762.9445699457469,0.0007039743047800311,0.537093373213257,1036.9381444729931
BTCUSDT,LONG,2024-11-28 02:00:00,2024-11-28 02:19:00,96299.9,96400.0,758.9923077064327,0.0005394611001673937,0.4094468253339012,1048.4150125264362
SOLUSDT,LONG,2024-11-28 02:15:00,2024-11-28 02:30:00,243.18,243.97,712.7007220945119,0.0027486224196068836,1.9589451832189904,1048.6025622808627
BTCUSDT,LONG,2024-11-28 02:45:00,2024-11-28 03:53:00,96007.5,95532.02,766.4646763051007,-0.005452529750279933,-4.179171450092241,1024.9038403835968
XRPUSDT,LONG,2024-11-28 02:45:00,2024-11-28 04:08:00,1.4713,1.4681,727.2168150281148,-0.002674947325494503,-1.945266674414086,1026.39647759682
SOLUSDT,LONG,2024-11-28 02:45:00,2024-11-28 03:00:00,243.01,242.67,708.2046399181754,-0.0018991193778033484,-1.3449651551188497,1039.2853867518336
SOLUSDT,LONG,2024-11-28 03:15:00,2024-11-28 04:06:00,241.9,240.19,741.3009966325524,-0.007569036792062833,-5.610934517504635,1024.573169430164
XRPUSDT,LONG,2024-11-28 04:15:00,2024-11-28 04:31:00,1.4622,1.4736,710.7240684352771,0.007296471070989019,5.1857776047936195,1033.1161172672194
BTCUSDT,LONG,2024-11-28 04:45:00,2024-11-28 05:31:00,95741.79,95730.12,754.6452905977965,-0.0006218903469425436,-0.46930662158842035,1029.6859833223612
XRPUSDT,LONG,2024-11-28 05:15:00,2024-11-28 05:52:00,1.4718,1.4757,724.3778947395488,0.002149816551161921,1.5572795874069096,1030.6404317865479
BTCUSDT,LONG,2024-11-28 05:45:00,2024-11-28 06:35:00,95467.73,95572.7,750.036130872287,0.0005995338424826251,0.44967204354266327,1032.3519228875402
BTCUSDT,LONG,2024-11-28 07:00:00,2024-11-28 08:32:00,95476.37,95536.0,747.8934369076208,0.00012455244161463418,0.09315195363440452,1038.1396074377747
XRPUSDT,LONG,2024-11-28 07:30:00,2024-11-28 11:50:00,1.4748,1.465,750.5768758818215,-0.007144968809330077,-5.362848367180026,1025.2241221701968
SOLUSDT,LONG,2024-11-28 08:00:00,2024-11-28 08:25:00,238.0,238.03,728.5165139953424,-0.0003739495798318888,-0.27242844430915064,1029.8492221546765
SOLUSDT,LONG,2024-11-28 08:30:00,2024-11-28 10:36:00,238.44,236.69,708.2153839006637,-0.007839372588491822,-5.551964267299075,1021.9147938309429
BTCUSDT,LONG,2024-11-28 09:15:00,2024-11-28 10:31:00,95196.29,95072.79,753.0959769247073,-0.001797319464865665,-1.3535540582388002,1019.8630315221517
BTCUSDT,LONG,2024-11-28 10:45:00,2024-11-28 11:13:00,95133.65,94999.99,739.8782627338744,-0.0019049707963479374,-1.4094464833606772,1013.1940135102151
SOLUSDT,LONG,2024-11-28 11:00:00,2024-11-28 11:21:00,235.39,235.21,688.680471958543,-0.001264688389481183,-0.8709661969483906,1007.9099579742497
XRPUSDT,LONG,2024-11-28 12:00:00,2024-11-28 12:15:00,1.4631,1.4716,712.1444283090071,0.005309582393548007,3.7811895182128152,1028.735368705513
XRPUSDT,LONG,2024-11-28 13:45:00,2024-11-28 14:00:00,1.4593,1.4665,715.6572814448691,0.0044338724045775435,3.17313307133339,1024.1408401294673
XRPUSDT,LONG,2024-11-28 15:00:00,2024-11-28 16:39:00,1.4687,1.4608,701.8337420501949,-0.005878906515966398,-4.126014959263971,1011.0313738091583
BTCUSDT,LONG,2024-11-28 17:15:00,2024-11-28 18:49:00,95070.0,95267.99,734.4495307100881,0.001582570737351519,1.1623183353633413,1019.109673217956
BTCUSDT,LONG,2024-11-28 19:15:00,2024-11-28 21:09:00,95111.5,95099.99,725.1414595940639,-0.0006210158603323075,-0.4503243473924328,1018.8232935775527
XRPUSDT,LONG,2024-11-28 19:30:00,2024-11-28 20:47:00,1.4754,1.4785,731.0336217779661,0.001601125118611824,1.1704762943784772,1015.263518629653
BTCUSDT,LONG,2024-11-28 21:15:00,2024-11-28 21:49:00,94901.07,95091.97,742.6828095647427,0.0015115684680899193,1.1226159167304954,1019.8580210812471
BTCUSDT,LONG,2024-11-28 22:15:00,2024-11-28 22:31:00,95278.65,95231.11,723.9848363812199,-0.000998957531409161,-0.7232301049290488,1023.5017349898513
ETHUSDT,LONG,2024-11-28 22:30:00,2024-11-29 15:14:00,3583.5,3642.45,751.5364480768167,0.015950397655922932,11.987305199745103,1042.3984316256963
SOLUSDT,LONG,2024-11-29 01:15:00,2024-11-29 01:30:00,237.02,237.6,685.016538383885,0.001947050881781987,1.3337620550955875,1020.8507914461024
BTCUSDT,LONG,2024-11-29 01:45:00,2024-11-29 02:03:00,95776.07,96147.4,716.0636879222516,0.0033770644901173767,2.418193253144727,1024.6342706702196
XRPUSDT,LONG,2024-11-29 04:00:00,2024-11-29 05:07:00,1.5527,1.5543,739.1859162583555,0.0005304630643396262,0.3921108262551016,1026.6943137681383
BTCUSDT,LONG,2024-11-29 04:15:00,2024-11-29 05:26:00,96433.15,96494.97,731.6804982319337,0.00014106585753975763,0.10321513692820485,1028.944427940928
XRPUSDT,LONG,2024-11-29 05:30:00,2024-11-29 05:45:00,1.5531,1.5669,694.0449683557395,0.008385454896658373,5.819882778399741,1033.6447008533041
BTCUSDT,LONG,2024-11-29 05:30:00,2024-11-29 09:18:00,96404.1,96071.4,732.578835371538,-0.003951098034212397,-2.894490796342091,1028.6589860957063
BTCUSDT,LONG,2024-11-29 10:00:00,2024-11-29 10:15:00,96308.78,96624.01,734.470475740153,0.0027731179857121706,2.0367732862495926,1029.9554430259602
BTCUSDT,LONG,2024-11-29 13:00:00,2024-11-29 13:44:00,96888.0,97031.93,747.5605647623397,0.0009855296837585907,0.7367431269806222,1035.7506650500004
BTCUSDT,LONG,2024-11-29 14:00:00,2024-11-29 14:26:00,97216.0,97224.0,735.0306330279802,-0.0004177090190916051,-0.3070289247243992,1034.8278580002493
SOLUSDT,LONG,2024-11-29 14:00:00,2024-11-29 14:15:00,243.41,242.58,698.1713311856304,-0.003909884556920373,-2.7297693058872357,1032.5634648800312
SOLUSDT,LONG,2024-11-29 15:30:00,2024-11-29 16:06:00,244.1,244.01,690.4077446644633,-0.0008687013519049209,-0.5997581411556467,1041.1191487324493
ETHUSDT,LONG,2024-11-29 15:30:00,2024-11-30 02:35:00,3615.52,3638.29,765.3692622060242,0.005797849272027145,4.43749561971315,1038.6539157485895
SOLUSDT,LONG,2024-11-29 16:30:00,2024-11-29 16:53:00,243.35,242.58,716.5990920531499,-0.003664166837887783,-2.6257386291616465,1035.8557532774128
BTCUSDT,LONG,2024-11-29 17:15:00,2024-11-29 19:46:00,97227.78,97356.01,753.7566086066855,0.0008188617491832755,0.617222454982124,1025.1584247296744
SOLUSDT,LONG,2024-11-29 17:30:00,2024-11-29 17:45:00,241.23,240.75,675.3583664282726,-0.0024898022634000645,-1.6815087893392833,1032.2743032257822
SOLUSDT,LONG,2024-11-29 18:00:00,2024-11-29 18:15:00,240.44,240.73,706.1751271111947,0.0007061221094659125,0.49864587040811564,1026.0234921390236
XRPUSDT,LONG,2024-11-29 18:00:00,2024-11-29 18:38:00,1.7059,1.6938,744.9677406980993,-0.007593030072102713,-5.656562457867085,1025.4343325958137
BTCUSDT,LONG,2024-11-29 20:15:00,2024-11-29 20:35:00,97350.11,97482.88,718.8577997177513,0.000863840266847216,0.6209783135333848,1029.0754156257817
BTCUSDT,LONG,2024-11-29 21:00:00,2024-11-29 22:16:00,97279.08,97418.66,745.05212151759,0.0009348408722615336,0.6965051751598099,1028.5822232598966
XRPUSDT,LONG,2024-11-29 22:15:00,2024-11-29 22:30:00,1.7356,1.753,726.9019869226267,0.009525351463470721,6.923996904933218,1036.831399276385
BTCUSDT,LONG,2024-11-29 22:45:00,2024-11-29 23:57:00,97441.86,97410.09,728.3492383469508,-0.0008260405743487072,-0.6016460231705586,1035.662424176702
BTCUSDT,LONG,2024-11-30 00:00:00,2024-11-30 04:12:00,97428.47,96684.0,717.2287941563812,-0.008141195638194876,-5.839099930573702,1050.6696085851656
SOLUSDT,LONG,2024-11-30 00:45:00,2024-11-30 01:24:00,240.6,240.72,678.9560523902826,-1.2468827930707353e-06,-0.0008465786189766761,1028.8312357243133
ETHUSDT,LONG,2024-11-30 02:45:00,2024-11-30 03:48:00,3618.08,3649.4,766.2648017652368,0.008156525007739057,6.250058018148366,1050.674130333566
XRPUSDT,LONG,2024-11-30 03:30:00,2024-11-30 03:45:00,1.7895,1.8028,754.6525225497111,0.006932243643475722,5.231435152478153,1046.4340742408046
ETHUSDT,LONG,2024-11-30 04:15:00,2024-11-30 05:56:00,3651.01,3688.42,760.8948322743855,0.00974647974122228,7.416046067963023,1057.7387090750033
BTCUSDT,LONG,2024-11-30 05:15:00,2024-11-30 05:36:00,96775.99,96779.99,756.4207799700023,-0.0004586674339369097,-0.3469455781253967,1050.4810520754154
ETHUSDT,LONG,2024-11-30 07:00:00,2024-11-30 21:52:00,3690.19,3732.01,776.5369144826569,0.010832749804210617,8.412030108324318,1078.8905439145014
BTCUSDT,LONG,2024-11-30 07:00:00,2024-11-30 08:43:00,96585.33,96911.98,771.1494650683429,0.0028819835786654817,2.222440095023635,1059.5331075758552
SOLUSDT,LONG,2024-11-30 08:00:00,2024-11-30 08:15:00,244.37,244.19,671.1760237033533,-0.0012365879608790538,-0.8299681905422411,1063.4546045056657
SOLUSDT,LONG,2024-11-30 09:00:00,2024-11-30 09:23:00,244.03,243.94,664.1596699325291,-0.0008688071138794324,-0.5770266459891971,1056.2909044661424
BTCUSDT,LONG,2024-11-30 09:15:00,2024-11-30 12:59:00,96764.01,96553.23,765.1189156770806,-0.002678289221374752,-2.049209744927863,1028.000357158252
SOLUSDT,LONG,2024-11-30 10:00:00,2024-11-30 10:17:00,243.6,242.65,651.1030705357724,-0.004399835796387419,-2.864746596881054,1047.3312720009242
XRPUSDT,LONG,2024-11-30 10:15:00,2024-11-30 10:32:00,1.8892,1.8816,771.2090964705226,-0.004522866821935201,-3.4880760352011504,1045.7750049800131
SOLUSDT,LONG,2024-11-30 10:45:00,2024-11-30 11:02:00,240.74,240.88,687.5189926657165,8.154025089307558e-05,0.05606047115571711,1038.3616223325669
SOLUSDT,LONG,2024-11-30 11:45:00,2024-11-30 12:00:00,241.63,241.18,654.2262343333599,-0.002362351529197448,-1.5455123451185007,1038.9006948433728
XRPUSDT,LONG,2024-11-30 12:15:00,2024-11-30 13:17:00,1.8734,1.8394,761.4136217339119,-0.01864882032667875,-14.199465826001461,1031.6897003087888
XRPUSDT,LONG,2024-11-30 13:45:00,2024-11-30 15:15:00,1.851,1.8513,748.7267501264791,-0.0003379254457050447,-0.2530138207477801,1030.8429917037085
SOLUSDT,LONG,2024-11-30 13:45:00,2024-11-30 14:00:00,241.23,240.58,660.4298828318712,-0.0031945238983542286,-2.1097590438936953,1020.1352515438505
BTCUSDT,LONG,2024-11-30 14:00:00,2024-11-30 14:35:00,96332.99,96628.0,752.2766196543184,0.002562398457682969,1.927632449953183,1035.033257534038
BTCUSDT,LONG,2024-11-30 15:00:00,2024-11-30 16:06:00,96403.21,96757.05,757.2288462578986,0.003170417198763376,2.40073135757579,1034.1813731840987
BTCUSDT,LONG,2024-11-30 16:15:00,2024-11-30 16:51:00,96564.04,96812.0,735.5148821603697,0.0020678295978504018,1.520919442990663,1038.6291942371258
XRPUSDT,LONG,2024-11-30 16:30:00,2024-11-30 16:45:00,1.867,1.8829,709.5235691127659,0.008016336368505683,5.687779591390621,1038.4737596391817
BTCUSDT,LONG,2024-11-30 17:15:00,2024-11-30 17:30:00,96803.94,96875.99,741.0893246991004,0.0002442878874559522,0.18103914554690145,1041.739457582402
BTCUSDT,LONG,2024-11-30 18:15:00,2024-11-30 19:03:00,96873.79,96999.99,756.6779113465084,0.000802725948886918,0.6074049943873971,1049.1552691969746
XRPUSDT,LONG,2024-11-30 18:30:00,2024-11-30 18:52:00,1.8783,1.8913,755.2547412791112,0.006421152105627381,4.849605572249428,1046.0769123833395
XRPUSDT,LONG,2024-11-30 19:00:00,2024-11-30 19:15:00,1.8877,1.9024,722.624565143627,0.007287254330666959,5.265948991789224,1049.7204781090413
BTCUSDT,LONG,2024-11-30 19:15:00,2024-12-01 00:28:00,96884.0,96604.0,758.3951012460793,-0.003390054085297855,-2.571000411249152,1078.555028913262
XRPUSDT,LONG,2024-11-30 20:30:00,2024-11-30 21:07:00,1.8875,1.9049,779.5679341261042,0.008718543046357607,6.796696591238511,1065.496200782713
XRPUSDT,LONG,2024-11-30 21:15:00,2024-11-30 21:30:00,1.8952,1.9188,762.9386004232272,0.011952511608273653,9.119032477958676,1072.2600307878583
ETHUSDT,LONG,2024-11-30 22:00:00,2024-12-01 15:34:00,3715.08,3743.17,796.2115740223596,0.007061075400798866,5.622109959160629,1088.8038181693873
BTCUSDT,LONG,2024-12-01 00:45:00,2024-12-01 03:57:00,96370.08,96307.32,786.4994298100148,-0.0011512394718359849,-0.9054491881737847,1076.308316577395
SOLUSDT,LONG,2024-12-01 01:15:00,2024-12-01 01:43:00,237.07,239.46,607.0421381254121,0.009581410553844927,5.816319948863413,1081.1555789557274
